id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source,cluster_id,cluster_label
335,"प्रिय उपयोगकर्ता, आपका DTDC Courier पार्सल ट्रैकिंग कोड GB-8821-F93 अधूरे पते के कारण वितरित नहीं किया जा सका। कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। dtdc-parcel-track.in DTDC_Parcel.apk",spam,apk_fraud,courier,hi,link_apk,DTDC Courier,VM-SBIBNK,synthetic_v2,9,direct_apk_7
342,"प्रिय ग्राहक,
आपका ICICI Bank केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] ICICI_Verify..apk  14 MB . APK",spam,apk_fraud,bank_kyc,hi,pdf_then_apk,ICICI Bank,JD-ITAXRF,synthetic_v2,9,direct_apk_7
345,"आदरणीय ग्राहक, आपका FedEx पार्सल ट्रैकिंग कोड GB-4517-C41 अधूरे पते के कारण वितरित नहीं किया जा सका। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। fedex-delivery-in.xyz FedEx_Delivery.apk",spam,apk_fraud,courier,hi,link_apk,FedEx,AD-ICICIB,synthetic_v2,9,direct_apk_7
363,"You have received a cashback of Rs 2000 from UPI Rewards..
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,upi_cashback,hi,qr_code,UPI Rewards,AX-PWRBIL,synthetic_v2,9,direct_apk_7
369,"Netflix: Your membership has expired.
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,ott_subscription,hi,qr_code,Netflix,VM-SBIBNK,synthetic_v2,9,direct_apk_7
371,"प्रिय उपयोगकर्ता,
Congratulations! You are eligible for a pre-approved offer of Rs 25000 from InstaCredit.
कृपया तुरंत कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] InstaCredit.apk  14 MB . APK",spam,apk_fraud,loan_job,hi,pdf_then_apk,InstaCredit,VK-RTOGOV,synthetic_v2,9,direct_apk_7
389,"प्रिय उपयोगकर्ता, आपके RBL Bank खाते से रु 750 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें। कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। rbl-protect-acc.info RBL_Protect.apk",spam,apk_fraud,bank_alert,hi,link_apk,RBL Bank,VM-SBIBNK,synthetic_v2,9,direct_apk_7
396,"प्रिय ग्राहक,
असामान्य लॉगिन गतिविधि के कारण आपका WhatsApp खाता निलंबित किया जा सकता है।
कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
whatsapp-verify-acc.xyz
WhatsApp_Verify.apk",spam,apk_fraud,security_verify,hi,link_apk,WhatsApp,AX-PWRBIL,synthetic_v2,9,direct_apk_7
407,"प्रिय ग्राहक,
Netflix: Your membership has expired.
कृपया तुरंत कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
netflix-update-app.xyz
Netflix_Update.apk",spam,apk_fraud,ott_subscription,hi,link_apk,Netflix,AX-PWRBIL,synthetic_v2,9,direct_apk_7
410,"आदरणीय ग्राहक ,
Congratulations! You are eligible for a pre-approved offer of Rs 50000 from HR Recruitment Cell.
कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
job-portal-apply.tk
Job_Portal.apk",spam,apk_fraud,loan_job,hi,link_apk,HR Recruitment Cell,JD-ITAXRF,synthetic_v2,9,direct_apk_7
432,"आदरणीय ग्राहक,
आपका HDFC Bank केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] HDFC_KYCUpdate.apk  14 MB . APK",spam,apk_fraud,bank_kyc,hi,pdf_then_apk,HDFC Bank,INFO-GOVT,synthetic_v2,9,direct_apk_7
453,"प्रिय ग्राहक,
आपका State Electricity Board बिजली बिल रु 500 बकाया है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,hi,link_apk,State Electricity Board,AD-NETFLX,synthetic_v2,9,direct_apk_7
460,"प्रिय ग्राहक,
Income Tax Department: आप रु 1500 की वापसी के पात्र हैं।
कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,govt_refund,hi,qr_code,Income Tax Department,VK-UPIRWD,synthetic_v2,9,direct_apk_7
469,"प्रिय ग्राहक ,
आपका FedEx पार्सल ट्रैकिंग कोड GB-5386-A15 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
fedex-delivery-in.xyz
FedEx_Delivery.apk",spam,apk_fraud,courier,hi,link_apk,FedEx,JD-ITAXRF,synthetic_v2,9,direct_apk_7
478,"You have received a cashback of Rs 2000 from PhonePe Rewards.
कृपया तुरंत कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] PhonePe_Reward.apk  14 MB . APK",spam,apk_fraud,upi_cashback,hi,attached_file_no_link,PhonePe Rewards,AX-PWRBIL,synthetic_v2,9,direct_apk_7
496,"आदरणीय ग्राहक,
आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 25000। चालान संख्या: CH85413975।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
parivahan-gov.xyz/challan
VAHAN_PARIVAHAN.apk",spam,apk_fraud,rto_challan,hi,link_apk,Parivahan / RTO Traffic Police,VM-WHATSP,synthetic_v2,9,direct_apk_7
510,"प्रिय उपयोगकर्ता,
आपका State Electricity Board बिजली बिल रु 500 बकाया है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] Electricity_Pay.apk  14 MB . APK",spam,apk_fraud,electricity,hi,attached_file_no_link,State Electricity Board,INFO-GOVT,synthetic_v2,9,direct_apk_7
514,"आपका Power Distribution Co बिजली बिल रु 25000 बकाया है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,electricity,hi,vishing_callback,Power Distribution Co,VK-LOANAP,synthetic_v2,9,direct_apk_7
523,"प्रिय उपयोगकर्ता,
आपके ICICI Bank खाते से रु 50000 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें।
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] ICICI_Verify.apk  14 MB . APK",spam,apk_fraud,bank_alert,hi,pdf_then_apk,ICICI Bank,AX-PWRBIL,synthetic_v2,9,direct_apk_7
534,"प्रिय ग्राहक,
Congratulations! You are eligible for a pre-approved offer of Rs 1500 from HR Recruitment Cell.
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,loan_job,hi,vishing_callback,HR Recruitment Cell,VK-LOANAP,synthetic_v2,9,direct_apk_7
539,"आदरणीय ग्राहक,
Income Tax Dept e-Filing: आप रु 200 की वापसी के पात्र हैं।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,govt_refund,hi,vishing_callback,Income Tax Dept e-Filing,VM-WHATSP,synthetic_v2,9,direct_apk_7
540,"आदरणीय ग्राहक,
Congratulations! You are eligible for a pre-approved offer of Rs 25000 from HR Recruitment Cell.
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] Job_Portal.apk  14 MB . APK",spam,apk_fraud,loan_job,hi,attached_file_no_link,HR Recruitment Cell,JD-ITAXRF,synthetic_v2,9,direct_apk_7
547,"प्रिय ग्राहक,
आपके ICICI Bank खाते से रु 200 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
icici-verify-kyc.xyz
ICICI_Verify.apk",spam,apk_fraud,bank_alert,hi,link_apk,ICICI Bank,AX-PWRBIL,synthetic_v2,9,direct_apk_7
550,"प्रिय उपयोगकर्ता, असामान्य लॉगिन गतिविधि के कारण आपका WhatsApp खाता निलंबित किया जा सकता है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। आपके हालिया अनुरोध के संबंध में एक महत्वपूर्ण अपडेट है। कृपया नीचे दिया गया दस्तावेज़ खोलें और प्रक्रिया पूरी करने हेतु चरणों का पालन करें। [अग्रेषित] WhatsApp_Verify.apk",spam,apk_fraud,security_verify,hi,no_explicit_app_word,WhatsApp,VM-SBIBNK,synthetic_v2,9,direct_apk_7
560,"प्रिय उपयोगकर्ता,
Netflix: Your membership has expired.
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,ott_subscription,hi,vishing_callback,Netflix,JD-ITAXRF,synthetic_v2,9,direct_apk_7
568,"आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 1000। चालान संख्या: CH20789101।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
parivahan-gov.xyz/challan
VAHAN_PARIVAHAN.apk",spam,apk_fraud,rto_challan,hi,link_apk,Parivahan / RTO Traffic Police,+91 8800XXXX12,synthetic_v2,9,direct_apk_7
575,"असामान्य लॉगिन गतिविधि के कारण आपका WhatsApp खाता निलंबित किया जा सकता है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,security_verify,hi,qr_code,WhatsApp,VK-RTOGOV,synthetic_v2,9,direct_apk_7
